#dif_id	chip_id	chan_id	view	plane	slot	grid	x	y	z
4	14	18	0	3	6	0	-337.5	0	-27
4	14	19	0	2	6	0	-337.5	0	-84
4	14	20	0	3	5	0	-362.5	0	-27
4	14	21	0	2	5	0	-362.5	0	-84
4	14	22	0	3	4	0	-387.5	0	-27
4	14	23	0	2	4	0	-387.5	0	-84
4	14	24	0	3	41	1	-424.9	0	-41.4
4	14	25	0	2	41	1	-424.9	0	-98.4
4	14	26	0	2	40	1	-474.9	0	-98.4
4	14	27	0	3	40	1	-474.9	0	-41.4
4	14	28	0	2	42	1	-374.9	0	-98.4
4	14	29	0	3	42	1	-374.9	0	-41.4
4	14	30	0	2	43	1	-324.9	0	-98.4
4	14	31	0	3	43	1	-324.9	0	-41.4
4	15	0	0	1	77	1	375.1	0	-126.9
4	15	1	0	1	33	0	337.5	0	-141
4	15	2	0	0	77	1	375.1	0	-183.9
4	15	3	0	0	33	0	337.5	0	-198
4	15	4	0	1	76	1	325.1	0	-126.9
4	15	5	0	1	32	0	312.5	0	-141
4	15	6	0	0	76	1	325.1	0	-183.9
4	15	7	0	0	32	0	312.5	0	-198
4	15	8	0	0	34	0	362.5	0	-198
4	15	9	0	1	34	0	362.5	0	-141
4	15	10	0	0	35	0	387.5	0	-198
4	15	11	0	1	35	0	387.5	0	-141
4	15	12	0	0	78	1	425.1	0	-183.9
4	15	13	0	1	78	1	425.1	0	-126.9
4	15	14	0	0	79	1	475.1	0	-183.9
4	15	15	0	1	79	1	475.1	0	-126.9
4	15	16	0	1	39	0	487.5	0	-141
4	15	17	0	0	39	0	487.5	0	-198
4	15	18	0	1	38	0	462.5	0	-141
4	15	19	0	0	38	0	462.5	0	-198
4	15	20	0	1	37	0	437.5	0	-141
4	15	21	0	0	37	0	437.5	0	-198
4	15	22	0	1	36	0	412.5	0	-141
4	15	23	0	0	36	0	412.5	0	-198
4	15	24	0	1	57	1	375.1	0	-155.4
4	15	25	0	0	57	1	375.1	0	-212.4
4	15	26	0	0	56	1	325.1	0	-212.4
4	15	27	0	1	56	1	325.1	0	-155.4
4	15	28	0	0	58	1	425.1	0	-212.4
4	15	29	0	1	58	1	425.1	0	-155.4
4	15	30	0	0	59	1	475.1	0	-212.4
4	15	31	0	1	59	1	475.1	0	-155.4
4	16	0	0	1	73	1	175.1	0	-126.9
4	16	1	0	1	25	0	137.5	0	-141
4	16	2	0	0	73	1	175.1	0	-183.9
4	16	3	0	0	25	0	137.5	0	-198
4	16	4	0	1	72	1	125.1	0	-126.9
4	16	5	0	1	24	0	112.5	0	-141
4	16	6	0	0	72	1	125.1	0	-183.9
4	16	7	0	0	24	0	112.5	0	-198
4	16	8	0	0	26	0	162.5	0	-198
4	16	9	0	1	26	0	162.5	0	-141
4	16	10	0	0	27	0	187.5	0	-198
4	16	11	0	1	27	0	187.5	0	-141
4	16	12	0	0	74	1	225.1	0	-183.9
4	16	13	0	1	74	1	225.1	0	-126.9
4	16	14	0	0	75	1	275.1	0	-183.9
4	16	15	0	1	75	1	275.1	0	-126.9
4	16	16	0	1	31	0	287.5	0	-141
4	16	17	0	0	31	0	287.5	0	-198
4	16	18	0	1	30	0	262.5	0	-141
4	16	19	0	0	30	0	262.5	0	-198
4	16	20	0	1	29	0	237.5	0	-141
4	16	21	0	0	29	0	237.5	0	-198
4	16	22	0	1	28	0	212.5	0	-141
4	16	23	0	0	28	0	212.5	0	-198
4	16	24	0	1	53	1	175.1	0	-155.4
4	16	25	0	0	53	1	175.1	0	-212.4
4	16	26	0	0	52	1	125.1	0	-212.4
4	16	27	0	1	52	1	125.1	0	-155.4
4	16	28	0	0	54	1	225.1	0	-212.4
4	16	29	0	1	54	1	225.1	0	-155.4
4	16	30	0	0	55	1	275.1	0	-212.4
4	16	31	0	1	55	1	275.1	0	-155.4
4	17	0	0	1	69	1	-24.9	0	-126.9
4	17	1	0	1	17	0	-62.5	0	-141
4	17	2	0	0	69	1	-24.9	0	-183.9
4	17	3	0	0	17	0	-62.5	0	-198
4	17	4	0	1	68	1	-74.9	0	-126.9
4	17	5	0	1	16	0	-87.5	0	-141
4	17	6	0	0	68	1	-74.9	0	-183.9
4	17	7	0	0	16	0	-87.5	0	-198
